Epoch,Target Cost,Squared Loss,Cross Entropy Loss
410,3593.86,0.0478828,0.708825
411,3445.25,0.0464619,0.689333
412,3680.68,0.0494157,0.700225
413,3423.2,0.0482379,0.678417
414,3592.52,0.0464783,0.715488
415,3482.5,0.0433678,0.691048
416,3577.3,0.0473139,0.712133
417,3437.76,0.0471592,0.669718
418,3622.83,0.0508316,0.729317
419,3511.31,0.0438284,0.692795
420,3574.43,0.0436903,0.697115
421,3665.16,0.0466647,0.714629
422,3782.22,0.0504129,0.734329
423,3632.57,0.0472866,0.716801
424,3629.7,0.0455001,0.708519
425,3545.42,0.0489761,0.688377
426,3618.13,0.0513145,0.713885
427,3403.85,0.0468582,0.677192
428,3628.98,0.0505491,0.692114
429,3391.59,0.0448052,0.656569
430,3622.11,0.0517548,0.714264
431,3504.83,0.0480186,0.694283
432,3398.7,0.0445643,0.678483
433,3596.03,0.0426707,0.699591
434,3517.22,0.0468016,0.708499
435,3371.53,0.048321,0.664252
436,3391.78,0.0447193,0.689751
437,3592.9,0.0469046,0.701533
438,3466.5,0.0442349,0.685391
439,3505.48,0.0442226,0.689289
440,3662.16,0.0498483,0.70804
441,3618.66,0.0452983,0.711495
442,3433.51,0.0469198,0.679151
443,3382.48,0.0453444,0.662389
444,3699.47,0.0484077,0.743416
445,3642.89,0.0468871,0.723886
446,3773.31,0.0524517,0.736806
447,3645.29,0.048074,0.718311
448,3530.14,0.0501815,0.698372
449,3438.04,0.0431338,0.684911
450,3602.77,0.0494931,0.697587
451,3523.84,0.0453397,0.694828
452,3508.23,0.0478021,0.687484
453,3470.85,0.0465292,0.693701
454,3373.5,0.0474619,0.658692
455,3688.17,0.0467645,0.723453
456,3478.66,0.0477139,0.676223
457,3655.59,0.0478197,0.715778
458,3448.17,0.0434133,0.682044
459,3409.2,0.0472936,0.681661
460,3670.12,0.0482356,0.725427
461,3613.82,0.0437381,0.72261
462,3546.52,0.0453605,0.694606
463,3435,0.044225,0.685178
464,3769.44,0.0444876,0.7318
465,3547.91,0.0460073,0.693871
466,3510.82,0.0489366,0.69434
467,3374.57,0.0466228,0.681096
468,3428.58,0.0507499,0.679093
469,3495.79,0.0451536,0.701456
470,3521.93,0.0472633,0.709296
471,3427.69,0.0472156,0.685174
472,3717.44,0.0495376,0.727563
473,3549.79,0.0465731,0.698866
474,3606.98,0.0472964,0.719138
475,3625.31,0.0488165,0.708315
476,3521.08,0.0536019,0.684024
477,3444.56,0.0448628,0.671889
478,3741.83,0.0503838,0.744007
479,3671.52,0.0422474,0.714356
480,3577.8,0.0423815,0.709185
481,3478.64,0.0464663,0.696023
482,3719.81,0.048903,0.736636
483,3572.46,0.0477188,0.718729
484,3449.68,0.0484622,0.676897
485,3359.85,0.0462962,0.667826
486,3660.11,0.0474995,0.708727
487,3566.75,0.0455631,0.700361
488,3486.05,0.0480094,0.695741
489,3706.99,0.0498101,0.721187
490,3770.71,0.048388,0.743205
491,3651.86,0.0511712,0.707102
492,3611.63,0.0459202,0.716222
493,3549.52,0.0476356,0.705809
494,3761.48,0.0479439,0.725905
495,3686.98,0.0456475,0.737738
496,3618.31,0.0485553,0.723675
497,3414.21,0.0512916,0.672319
498,3639.75,0.0470647,0.732736
499,3740.52,0.0452937,0.736753
500,3638.75,0.0478322,0.732647
501,3443.82,0.0447305,0.671334
502,3506.92,0.0486685,0.696587
503,3609.89,0.0459278,0.693612
504,3750.4,0.0459896,0.723657
505,3547.08,0.0463375,0.707391
506,3786.41,0.0479328,0.747513
507,3629.68,0.0480487,0.714109
508,3781.46,0.0471811,0.741459
509,3493.85,0.0471259,0.69442
510,3763.74,0.0465613,0.74798
511,3619.32,0.0472979,0.714813
512,3541.88,0.0501916,0.687754
513,3405.33,0.0469664,0.690971
514,3597.17,0.0484709,0.718219
515,3818.65,0.0460121,0.753702
516,3616.57,0.0493478,0.741218
517,3601.22,0.0448331,0.7092
518,3555.9,0.0455702,0.72019
519,3642.48,0.0461572,0.717862
520,3792.52,0.0504394,0.728525
521,3477.58,0.0462989,0.701732
522,3596.92,0.0498075,0.711932
523,3523.62,0.04605,0.691287
524,3681.08,0.0484348,0.725301
525,3494.02,0.0446362,0.695335
526,3654.39,0.0494971,0.733704
527,3648.07,0.0473259,0.741181
528,3663.13,0.0493437,0.716381
529,3611.72,0.0473215,0.724335
530,3672.43,0.050266,0.719775
531,3546.04,0.0465863,0.717765
532,3718.88,0.0476415,0.734469
533,3616.56,0.0490062,0.731977
534,3617.3,0.0489641,0.714565
535,3619.89,0.0482043,0.701184
536,3686.87,0.0477259,0.721864
537,3891.43,0.0471994,0.766559
538,3700.68,0.0482331,0.745338
539,3596.56,0.0447992,0.716031
540,3790.07,0.0436861,0.761769
541,3477.22,0.0485299,0.692778
542,3827.85,0.0490641,0.749567
543,3694.33,0.0475311,0.731954
544,3696.11,0.0489207,0.727114
545,3716.3,0.0458684,0.731711
546,3400.07,0.0473594,0.705741
547,3722.66,0.0453356,0.728166
548,3691.86,0.0480823,0.728876
549,3622.27,0.0460256,0.7084
550,3752.77,0.0478075,0.731879
551,3562.2,0.0454034,0.729369
552,3518.99,0.0496412,0.704043
553,3572.84,0.04564,0.712784
554,3761.26,0.0461766,0.757812
555,3629.4,0.0472171,0.737255
556,3603.16,0.0486065,0.709471
557,3604.41,0.0450077,0.732428
558,3650.38,0.0438904,0.729026
559,3804.77,0.0473732,0.738193
560,3735.66,0.0489013,0.737587
561,3652.64,0.0471602,0.727154
562,3853,0.0517607,0.767728
563,3493.72,0.0434106,0.689228
564,3629.65,0.0471356,0.743614
565,3614.45,0.0448013,0.714516
566,3672.75,0.0464912,0.7421
567,3770.7,0.0462005,0.749143
568,3869.49,0.0482308,0.756571
569,3846.96,0.0492168,0.759049
570,3629.26,0.0455153,0.74165
571,3690.09,0.0511689,0.734297
572,3790.49,0.0464289,0.753785
573,3607.64,0.0441525,0.717507
574,3935.33,0.047394,0.781979
575,3871.03,0.0477857,0.770047
576,3817.28,0.0490704,0.753697
577,3596.64,0.0472628,0.73012
578,3691.78,0.0486044,0.735363
579,3566.32,0.0462384,0.728159
580,3782.7,0.0495075,0.747615
581,3808.79,0.0468717,0.747437
582,3948.4,0.0488246,0.806832
583,3698.94,0.0447542,0.738346
584,3797.49,0.0492729,0.749424
585,3687.23,0.0454329,0.713792
586,3788.71,0.0499345,0.761015
587,3728.32,0.0484736,0.735811
588,3694.8,0.0479072,0.742397
589,3653.68,0.0469069,0.716305
590,3922.9,0.0467496,0.769865
591,3658.75,0.0455341,0.708977
592,3715.64,0.048565,0.747192
593,3832.1,0.0461887,0.761474
594,3937.32,0.0489472,0.80131
595,3951.44,0.0489854,0.798611
596,3695.69,0.0475398,0.732404
597,3812.73,0.0511993,0.761106
598,3689.16,0.0506813,0.738601
599,3848.56,0.0508842,0.740864
600,3817.7,0.0485682,0.756627
601,3726.98,0.0492719,0.743736
602,3838.62,0.0483894,0.777667
603,3808.01,0.0501766,0.749055
604,3868.65,0.0489035,0.782732
605,3689.25,0.0508996,0.737093
606,3882.83,0.0499432,0.764039
607,3739.58,0.0515641,0.725822
608,3722.5,0.0486956,0.7549
609,3856.88,0.0517213,0.739711
610,3951,0.0502981,0.790744
611,3980.79,0.0512486,0.778498
612,3724.59,0.0532069,0.734467
613,3771.14,0.0497958,0.736871
614,4098.04,0.0474079,0.810982
615,3793.64,0.0506627,0.748933
616,3847.77,0.0485416,0.75059
617,3811.31,0.0480061,0.741566
618,3929.64,0.0520925,0.782201
619,3923.68,0.0511244,0.76684
620,3825.11,0.0514827,0.73282
621,3913.09,0.0446862,0.765543
622,4039.16,0.0493876,0.79155
623,3696.04,0.0429476,0.742177
624,3938.92,0.0484085,0.782892
625,3828.06,0.0482922,0.768809
626,3891.28,0.0488727,0.782982
627,3787.44,0.0457259,0.751032
628,4068.06,0.0480671,0.791916
629,4087.87,0.0513402,0.804585
630,3814.66,0.0464875,0.770647
631,3666.86,0.0522489,0.713263
632,3845.72,0.0490884,0.766597
633,3859.54,0.0504374,0.751631
634,3874.32,0.0447673,0.770075
635,3897.87,0.0504991,0.766171
636,3851.6,0.048998,0.745745
637,3945.98,0.0487974,0.774956
638,3980.69,0.0481895,0.81077
639,4014.06,0.0466346,0.794051
640,3811.65,0.051299,0.752156
641,3730.61,0.047597,0.730525
642,3897.48,0.0494029,0.769289
643,3915.87,0.0506501,0.772435
644,3693,0.0498314,0.750041
645,3741.04,0.0501973,0.75445
646,3893.57,0.0484563,0.781259
647,4078.98,0.0477911,0.791001
648,3921.97,0.047974,0.780077
649,3862.3,0.0485759,0.759939
650,3981.89,0.0509565,0.772167
651,4050.81,0.0474284,0.796856
652,3870.02,0.0511128,0.769477
653,3903.4,0.048218,0.773659
654,3868.92,0.0468576,0.792143
655,4181.14,0.0499669,0.790095
656,4008.18,0.0502801,0.803527
657,3955.05,0.0447904,0.786666
658,4001.47,0.044392,0.805404
659,4064.78,0.0489524,0.785305
660,4120.41,0.0496288,0.807979
661,3986.27,0.0484689,0.80653
662,3857.15,0.0490278,0.766115
663,3998.8,0.0514771,0.793341
664,3821.68,0.0474286,0.76793
665,4142.9,0.0504403,0.800934
666,3694.51,0.0478949,0.757041
667,4156.2,0.0504285,0.795892
668,3721.37,0.0469481,0.75091
669,4097.03,0.047643,0.804919
670,3933.92,0.0469675,0.782282
671,4056.81,0.0494848,0.800173
672,3973.19,0.0476821,0.794479
673,3978.25,0.0479049,0.781858
674,4055.31,0.0504573,0.777254
675,3883.82,0.0483999,0.778261
676,3891.8,0.0468907,0.778391
677,3964.32,0.0524407,0.771491
678,4073.29,0.0474285,0.819119
679,4066.5,0.050585,0.807839
680,3765.74,0.048227,0.745505
681,3924.8,0.0474393,0.790036
682,3939.8,0.0437112,0.76781
683,4081.93,0.0484141,0.818822
684,3755.21,0.0524699,0.752618
685,4015.09,0.0480991,0.800519
686,3872.14,0.0466424,0.786383
687,3996.16,0.0468232,0.792001
688,3982.81,0.0466448,0.812257
689,3996.84,0.0475588,0.789127
690,3878.23,0.0501671,0.789064
691,4146.8,0.0494482,0.81242
692,4044.31,0.0482629,0.786447
693,4116.12,0.0476951,0.810705
694,3953.96,0.0466617,0.790116
695,4222.79,0.0508099,0.843107
696,4047.33,0.0491367,0.796856
697,4036.51,0.0480126,0.788528
698,3826.29,0.0488066,0.767685
699,4137.1,0.051973,0.813438
700,4204.41,0.051852,0.821006
701,4213.98,0.0533743,0.836587
702,3713.36,0.0434625,0.76028
703,4190.54,0.0477735,0.831191
704,3957.18,0.0487146,0.782663
705,4093.57,0.0494417,0.82908
706,3881.75,0.0436828,0.786613
707,4105.98,0.0485609,0.841568
708,3908.62,0.0488005,0.780265
709,4165.27,0.0506728,0.822209
710,3879.99,0.0479374,0.782712
711,3963.36,0.0500633,0.813309
712,4069.32,0.044879,0.797768
713,4142.02,0.0481186,0.813837
714,3847.5,0.0482433,0.783554
715,4079.14,0.0466366,0.817996
716,4133.18,0.0506936,0.810915
717,3780.17,0.0452581,0.79847
718,3851.98,0.0449006,0.761954
719,4414.48,0.0482213,0.861324
720,4066.35,0.0526598,0.820043
721,4415.14,0.0492212,0.848191
722,4143.42,0.047938,0.81085
723,3877.02,0.0476942,0.784504
724,4113.09,0.0501722,0.82211
725,3895.75,0.0483757,0.7928
726,3777.73,0.0487906,0.753342
727,4248.11,0.0488683,0.838365
728,4212.42,0.04863,0.83955
729,4241.09,0.0472474,0.86316
730,4185.59,0.0484647,0.839302
731,4266.92,0.0506785,0.832452
732,4056.87,0.0503727,0.806447
733,4206.76,0.0500702,0.836863
734,4125.26,0.0490437,0.820594
735,3874.08,0.0502924,0.789397
736,4151.06,0.0484093,0.84276
737,4002.87,0.0498745,0.805861
738,4219.38,0.0500981,0.842623
739,3940.32,0.049495,0.776402
740,4527.25,0.0449072,0.880836
741,4090.27,0.0476569,0.827155
742,4340.13,0.04675,0.860302
743,4167.94,0.048138,0.839935
744,4260,0.0509494,0.840923
745,4136.02,0.0471778,0.820295
746,4138.11,0.0508926,0.826763
747,4112.15,0.0491269,0.798311
748,3954.03,0.0483882,0.813821
749,4240.55,0.0520616,0.86242
750,4111.53,0.046959,0.801143
751,4239.15,0.0510849,0.846238
752,3991.48,0.0512202,0.798985
753,4155.88,0.0499711,0.828591
754,4160.24,0.0504431,0.823147
755,4175.17,0.0505472,0.832388
756,4046.86,0.0485631,0.816519
757,4220.23,0.0508343,0.828262
758,4094.07,0.0506724,0.804795
759,4192.65,0.050535,0.805359
760,4207.22,0.0517558,0.839915
761,4323.14,0.0527329,0.851024
762,4162.3,0.0485334,0.85096
763,4131.84,0.0468072,0.847673
764,3945.9,0.0493233,0.788388
765,4309.58,0.0529979,0.844758
766,4393.68,0.0489171,0.859655
767,4196.47,0.0531346,0.846333
768,4056.67,0.0488029,0.801885
769,4367.39,0.0473396,0.869089
770,4080.76,0.0519304,0.801839
771,4024.85,0.048237,0.802851
772,4173.87,0.0514224,0.822214
773,4171.54,0.0520811,0.826506
774,4262.01,0.0491784,0.864167
775,4303.92,0.051189,0.8593
776,4386.99,0.0483236,0.8863
777,4282.02,0.0477448,0.861236
778,4207.74,0.0512747,0.836506
779,4297.19,0.050871,0.842262
780,4200.94,0.0497276,0.844517
781,4312.89,0.0534842,0.85077
